,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1220,1221,2005-03-12,Local,Alquiler,Barcelona,269,2032295,2005-11-27,Joaquín
1230,1231,2005-03-16,Suelo,Venta,Barcelona,130,1292980,2005-11-11,Luisa
1231,1232,2005-03-16,Local,Alquiler,Barcelona,138,949578,2006-02-17,María
1235,1236,2005-03-18,Oficina,Venta,Barcelona,116,841232,2006-01-18,María
1243,1244,2005-03-20,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31,Pedro
1245,1246,2005-03-21,Parking,Venta,Barcelona,68,367132,2005-08-31,Joaquín
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09,Luisa
1248,1249,2005-03-22,Parking,Alquiler,Barcelona,99,500148,2005-08-09,Joaquín
1250,1251,2005-03-23,Local,Alquiler,Barcelona,150,730350,2005-06-28,Carmen
1251,1252,2005-03-23,Oficina,Venta,Barcelona,126,867636,2005-11-02,Luisa
1252,1253,2005-03-23,Industrial,Alquiler,Barcelona,71,459725,2006-01-26,Joaquín
1253,1254,2005-03-24,Industrial,Venta,Barcelona,127,757809,2006-02-20,Luisa
1259,1260,2005-03-26,Industrial,Venta,Barcelona,91,485849,2005-07-24,Pedro
1261,1262,2005-03-26,Industrial,Alquiler,Barcelona,68,525096,2005-08-27,Joaquín
1264,1265,2005-03-28,Suelo,Alquiler,Barcelona,67,627321,2005-07-12,Joaquín
1268,1269,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11,María
1269,1270,2005-03-30,Casa,Alquiler,Barcelona,88,531784,2006-01-11,Joaquín
1286,1287,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21,Jesús
1293,1294,2005-04-07,Local,Venta,Barcelona,102,480318,2006-01-12,Joaquín
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26,Jesús
1299,1300,2005-04-09,Suelo,Venta,Barcelona,71,309702,2005-08-09,Carmen
1305,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
1315,1316,2005-04-17,Piso,Alquiler,Barcelona,223,1795819,2005-08-30,Luisa
1324,1325,2005-04-19,Piso,Alquiler,Barcelona,73,563122,2005-10-25,Carmen
1325,1326,2005-04-19,Industrial,Alquiler,Barcelona,152,651472,2005-09-13,Carmen
1326,1327,2005-04-19,Industrial,Venta,Barcelona,43,281521,2005-10-27,Jesús
1327,1328,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
1341,1342,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20,Carmen
1342,1343,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22,Carmen
1345,1346,2005-04-25,Local,Alquiler,Barcelona,50,333650,2005-12-16,Carmen
1346,1347,2005-04-26,Local,Venta,Barcelona,115,950015,2005-09-26,Pedro
1348,1349,2005-04-26,Casa,Venta,Barcelona,102,892704,2006-01-22,Joaquín
1352,1353,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10,Luisa
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24,Jesús
1355,1356,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12,Pedro
1370,1371,2005-05-03,Casa,Alquiler,Barcelona,77,406252,2006-02-25,María
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
1373,1374,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
1378,1379,2005-05-06,Parking,Alquiler,Barcelona,119,1013523,2005-08-17,Joaquín
1384,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
1385,1386,2005-05-08,Casa,Alquiler,Barcelona,245,1244600,2006-01-03,Luisa
1393,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
1397,1398,2005-05-10,Oficina,Alquiler,Barcelona,107,899014,2006-04-09,María
1400,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
1403,1404,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
1405,1406,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
1407,1408,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15,Luisa
1412,1413,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12,Joaquín
1414,1415,2005-05-21,Suelo,Alquiler,Barcelona,179,896969,2005-09-14,Carmen
1415,1416,2005-05-21,Casa,Alquiler,Barcelona,97,834394,2006-05-20,Jesús
1418,1419,2005-05-21,Industrial,Alquiler,Barcelona,244,1300276,2006-03-21,Joaquín
1420,1421,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
1423,1424,2005-05-23,Local,Alquiler,Barcelona,185,1583785,2005-09-17,Luisa
1424,1425,2005-05-23,Parking,Venta,Barcelona,63,516159,2006-03-13,Luisa
1430,1431,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15,Jesús
1431,1432,2005-05-25,Suelo,Venta,Barcelona,54,264438,2005-08-23,Joaquín
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
1441,1442,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08,María
1444,1445,2005-05-29,Piso,Alquiler,Barcelona,137,585812,2006-01-26,Luisa
1446,1447,2005-05-31,Oficina,Alquiler,Barcelona,96,567072,2005-10-30,Jesús
1449,1450,2005-06-01,Suelo,Alquiler,Barcelona,69,499698,2005-08-31,Pedro
1450,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
1465,1466,2005-06-08,Suelo,Venta,Barcelona,132,802428,2006-02-15,Joaquín
1472,1473,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23,Jesús
1479,1480,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13,María
1481,1482,2005-06-13,Suelo,Alquiler,Barcelona,157,868367,2006-06-03,Jesús
1482,1483,2005-06-13,Oficina,Venta,Barcelona,64,368384,2005-09-15,Jesús
1483,1484,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08,Luisa
1484,1485,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24,Jesús
1487,1488,2005-06-15,Suelo,Alquiler,Barcelona,106,704476,2006-02-07,Joaquín
1489,1490,2005-06-16,Parking,Venta,Barcelona,112,691712,2006-04-10,Pedro
1498,1499,2005-06-19,Industrial,Alquiler,Barcelona,175,1084300,2005-10-10,Luisa
1520,1521,2005-06-29,Casa,Alquiler,Barcelona,53,399143,2005-11-08,Jesús
1521,1522,2005-06-29,Suelo,Venta,Barcelona,40,306120,2005-11-24,Carmen
1533,1534,2005-07-02,Local,Alquiler,Barcelona,217,1742293,2006-04-13,Pedro
1536,1537,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27,Jesús
1546,1547,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27,María
1547,1548,2005-07-08,Casa,Alquiler,Barcelona,45,330885,2006-04-16,Jesús
1549,1550,2005-07-09,Piso,Alquiler,Barcelona,176,804144,2005-11-24,María
1551,1552,2005-07-10,Parking,Venta,Barcelona,108,436428,2006-04-28,Jesús
1552,1553,2005-07-11,Piso,Alquiler,Barcelona,130,859040,2005-11-06,Joaquín
1553,1554,2005-07-11,Suelo,Venta,Barcelona,63,618786,2006-07-07,Luisa
1554,1555,2005-07-12,Suelo,Alquiler,Barcelona,132,708840,2005-11-03,Luisa
1556,1557,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15,Pedro
1560,1561,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02,Pedro
1569,1570,2005-07-17,Parking,Alquiler,Barcelona,67,347931,2006-04-28,Pedro
1570,1571,2005-07-18,Casa,Venta,Barcelona,127,583692,2006-01-11,Carmen
1571,1572,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21,María
1572,1573,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
1573,1574,2005-07-18,Piso,Alquiler,Barcelona,203,1699719,2006-01-10,Jesús
1574,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
1591,1592,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15,Luisa
1595,1596,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26,María
1602,1603,2005-07-28,Piso,Alquiler,Barcelona,165,687720,2006-02-20,Carmen
1604,1605,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29,Carmen
1605,1606,2005-07-31,Piso,Alquiler,Barcelona,211,1951328,2006-01-03,Luisa
1607,1608,2005-08-01,Oficina,Venta,Barcelona,139,740731,2006-03-14,María
1622,1623,2005-08-04,Industrial,Alquiler,Barcelona,47,286747,2006-06-10,Joaquín
1625,1626,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14,María
1626,1627,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10,Jesús
1630,1631,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09,Pedro
1634,1635,2005-08-08,Piso,Alquiler,Barcelona,250,1669250,2006-01-04,María
1636,1637,2005-08-08,Parking,Venta,Barcelona,112,829808,2006-03-29,Joaquín
1643,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12,María
1648,1649,2005-08-14,Local,Venta,Barcelona,119,906780,2005-11-21,Carmen
1654,1655,2005-08-15,Local,Alquiler,Barcelona,82,375232,2006-05-22,Jesús
1656,1657,2005-08-16,Casa,Alquiler,Barcelona,89,358670,2006-02-19,Luisa
1657,1658,2005-08-16,Parking,Alquiler,Barcelona,232,1643256,2006-02-22,María
1658,1659,2005-08-16,Suelo,Alquiler,Barcelona,221,1069640,2006-06-01,Joaquín
1660,1661,2005-08-17,Oficina,Venta,Barcelona,58,509356,2006-05-20,Luisa
1662,1663,2005-08-18,Parking,Alquiler,Barcelona,224,986048,2006-02-10,María
1666,1667,2005-08-22,Local,Venta,Barcelona,209,843106,2006-01-24,María
1678,1679,2005-08-27,Oficina,Venta,Barcelona,91,663845,2006-04-07,María
1684,1685,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27,Pedro
1695,1696,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29,Carmen
1697,1698,2005-09-02,Industrial,Alquiler,Barcelona,213,1333593,2006-04-06,Jesús
1698,1699,2005-09-03,Industrial,Alquiler,Barcelona,202,1558430,2006-01-26,Jesús
1699,1700,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
1700,1701,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07,Luisa
1703,1704,2005-09-06,Industrial,Venta,Barcelona,161,827057,2006-05-05,María
1708,1709,2005-09-07,Parking,Alquiler,Barcelona,173,842683,2006-01-30,Joaquín
1709,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
1710,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
1713,1714,2005-09-09,Suelo,Venta,Barcelona,129,617652,2006-09-03,Joaquín
1717,1718,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22,Carmen
1719,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
1724,1725,2005-09-11,Local,Alquiler,Barcelona,145,943805,2006-05-17,Luisa
1731,1732,2005-09-12,Oficina,Venta,Barcelona,66,415866,2006-07-19,María
1732,1733,2005-09-13,Industrial,Venta,Barcelona,140,864080,2006-02-08,Carmen
1733,1734,2005-09-13,Oficina,Alquiler,Barcelona,223,974956,2006-07-23,Luisa
1736,1737,2005-09-14,Piso,Venta,Barcelona,94,707914,2006-05-07,Jesús
1745,1746,2005-09-19,Parking,Alquiler,Barcelona,193,1540140,2006-08-08,Jesús
1747,1748,2005-09-21,Piso,Alquiler,Barcelona,111,656676,2006-02-05,Joaquín
1754,1755,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06,Luisa
1759,1760,2005-09-25,Local,Alquiler,Barcelona,98,683844,2006-01-21,Joaquín
1763,1764,2005-09-27,Piso,Alquiler,Barcelona,187,911064,2006-02-24,María
1764,1765,2005-09-29,Industrial,Alquiler,Barcelona,121,490897,2006-09-27,María
1765,1766,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15,Jesús
1767,1768,2005-09-30,Suelo,Alquiler,Barcelona,79,409378,2006-08-15,Luisa
1769,1770,2005-10-01,Piso,Venta,Barcelona,164,878712,2006-01-21,María
1772,1773,2005-10-01,Casa,Venta,Barcelona,132,850476,2006-05-20,Jesús
1777,1778,2005-10-02,Local,Alquiler,Barcelona,204,1929228,2006-05-14,Pedro
1778,1779,2005-10-02,Suelo,Alquiler,Barcelona,68,613496,2006-01-18,Jesús
1779,1780,2005-10-02,Casa,Venta,Barcelona,180,979560,2006-06-09,María
1780,1781,2005-10-02,Casa,Venta,Barcelona,55,264385,2006-07-27,Joaquín
1781,1782,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26,Luisa
1791,1792,2005-10-05,Local,Venta,Barcelona,106,804540,2006-10-02,Pedro
1792,1793,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28,Joaquín
1794,1795,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03,Jesús
1797,1798,2005-10-06,Local,Alquiler,Barcelona,211,1522998,2006-06-02,Luisa
1801,1802,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19,Carmen
1803,1804,2005-10-07,Suelo,Venta,Barcelona,116,857936,2006-01-23,Luisa
1804,1805,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19,Pedro
1809,1810,2005-10-11,Industrial,Venta,Barcelona,64,480384,2006-05-15,Carmen
1811,1812,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22,Joaquín
1813,1814,2005-10-12,Local,Alquiler,Barcelona,56,346192,2006-04-18,María
1822,1823,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02,Joaquín
1825,1826,2005-10-16,Suelo,Venta,Barcelona,228,994536,2006-03-27,Joaquín
1827,1828,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22,Luisa
1835,1836,2005-10-20,Parking,Alquiler,Barcelona,133,745864,2006-06-01,María
1839,1840,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12,Carmen
1849,1850,2005-10-28,Parking,Alquiler,Barcelona,218,991900,2006-05-28,Jesús
1852,1853,2005-10-28,Industrial,Alquiler,Barcelona,224,1422624,2006-03-12,Luisa
1853,1854,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28,Luisa
1861,1862,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12,Pedro
1883,1884,2005-11-10,Local,Alquiler,Barcelona,246,2216214,2006-04-17,María
1886,1887,2005-11-13,Parking,Venta,Barcelona,156,692484,2006-02-19,Pedro
1890,1891,2005-11-13,Local,Alquiler,Barcelona,89,499735,2006-08-19,María
1892,1893,2005-11-13,Oficina,Alquiler,Barcelona,70,526680,2006-02-17,Joaquín
1896,1897,2005-11-15,Oficina,Alquiler,Barcelona,62,421290,2006-05-21,Joaquín
1898,1899,2005-11-16,Industrial,Alquiler,Barcelona,114,878940,2006-10-18,Luisa
1902,1903,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05,Pedro
1910,1911,2005-11-21,Casa,Alquiler,Barcelona,113,1059827,2006-10-21,Joaquín
1924,1925,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14,Joaquín
1932,1933,2005-11-27,Industrial,Alquiler,Barcelona,180,1688040,2006-07-07,Luisa
1935,1936,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14,Luisa
1945,1946,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10,Joaquín
1947,1948,2005-12-04,Casa,Alquiler,Barcelona,176,1685904,2006-07-29,Pedro
1948,1949,2005-12-05,Piso,Venta,Barcelona,85,693515,2006-03-31,Luisa
1949,1950,2005-12-05,Industrial,Venta,Barcelona,67,324213,2006-04-10,Luisa
1954,1955,2005-12-07,Casa,Venta,Barcelona,150,753900,2006-03-30,María
1956,1957,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18,Luisa
1960,1961,2005-12-09,Suelo,Venta,Barcelona,171,807120,2006-11-21,Pedro
1961,1962,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01,Carmen
1965,1966,2005-12-13,Local,Venta,Barcelona,66,270996,2006-07-04,Luisa
1968,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
1969,1970,2005-12-16,Casa,Venta,Barcelona,106,856692,2006-06-12,María
1974,1975,2005-12-17,Suelo,Alquiler,Barcelona,147,907137,2006-06-19,Jesús
1975,1976,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15,Carmen
1978,1979,2005-12-20,Industrial,Alquiler,Barcelona,238,2136288,2006-09-01,María
1981,1982,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03,Luisa
1982,1983,2005-12-21,Suelo,Alquiler,Barcelona,243,2390634,2006-06-26,Luisa
1985,1986,2005-12-21,Oficina,Alquiler,Barcelona,190,940500,2006-12-11,Joaquín
1988,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
1994,1995,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04,Pedro
2000,2001,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
2001,2002,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28,María
2003,2004,2005-12-26,Oficina,Alquiler,Barcelona,56,296856,2006-06-06,María
2006,2007,2005-12-27,Oficina,Alquiler,Barcelona,54,402462,2006-10-06,Pedro
2007,2008,2005-12-27,Casa,Alquiler,Barcelona,221,1401361,2006-03-30,Jesús
2009,2010,2005-12-27,Piso,Venta,Barcelona,158,1040746,2006-09-25,Luisa
2016,2017,2005-12-31,Parking,Alquiler,Barcelona,202,1329968,2006-10-22,María
2017,2018,2006-01-01,Industrial,Venta,Barcelona,75,545925,2006-09-08,Joaquín
2025,2026,2006-01-03,Oficina,Alquiler,Barcelona,216,1109808,2006-06-24,Joaquín
2027,2028,2006-01-03,Local,Venta,Barcelona,122,680760,2006-05-01,María
2028,2029,2006-01-03,Local,Alquiler,Barcelona,179,1176209,2006-06-29,Carmen
2029,2030,2006-01-03,Casa,Alquiler,Barcelona,229,2219468,2006-07-12,Luisa
2035,2036,2006-01-05,Parking,Venta,Barcelona,90,446940,2006-06-26,María
2036,2037,2006-01-06,Local,Venta,Barcelona,110,700700,2006-04-20,Pedro
2037,2038,2006-01-06,Local,Alquiler,Barcelona,283,2107784,2006-04-19,María
2038,2039,2006-01-06,Parking,Venta,Barcelona,199,1139076,2006-06-21,Joaquín
2041,2042,2006-01-08,Suelo,Venta,Barcelona,80,539280,2006-08-01,María
2046,2047,2006-01-09,Piso,Alquiler,Barcelona,249,2053005,2006-07-24,Luisa
2048,2049,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04,Jesús
2049,2050,2006-01-10,Casa,Alquiler,Barcelona,180,1741320,2006-06-08,María
2054,2055,2006-01-11,Industrial,Alquiler,Barcelona,271,1196465,2006-08-05,Jesús
2056,2057,2006-01-12,Industrial,Alquiler,Barcelona,54,419256,2006-11-30,María
2058,2059,2006-01-13,Oficina,Alquiler,Barcelona,98,738430,2006-12-28,Luisa
2059,2060,2006-01-13,Oficina,Venta,Barcelona,207,1437408,2006-08-21,María
2062,2063,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03,María
2063,2064,2006-01-14,Industrial,Alquiler,Barcelona,144,1331856,2006-12-19,Luisa
2068,2069,2006-01-15,Oficina,Alquiler,Barcelona,199,1685132,2006-11-07,Joaquín
2069,2070,2006-01-15,Suelo,Venta,Barcelona,245,2399040,2006-05-31,Joaquín
2071,2072,2006-01-15,Casa,Venta,Barcelona,93,808170,2006-07-03,Jesús
2073,2074,2006-01-16,Industrial,Venta,Barcelona,80,363280,2006-12-19,Pedro
2075,2076,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20,Carmen
2077,2078,2006-01-17,Oficina,Alquiler,Barcelona,123,609342,2006-05-10,Carmen
2078,2079,2006-01-17,Industrial,Alquiler,Barcelona,221,1411969,2006-07-26,Pedro
2086,2087,2006-01-20,Parking,Alquiler,Barcelona,265,2119735,2006-10-15,Pedro
2103,2104,2006-01-25,Oficina,Venta,Barcelona,223,1970874,2006-06-08,Joaquín
2109,2110,2006-01-26,Suelo,Alquiler,Barcelona,273,1528254,2006-06-15,Pedro
2122,2123,2006-01-31,Local,Venta,Barcelona,56,550816,2006-12-03,Jesús
2124,2125,2006-02-01,Casa,Venta,Barcelona,95,650750,2006-09-24,Carmen
2125,2126,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13,María
2128,2129,2006-02-02,Casa,Alquiler,Barcelona,234,1286766,2006-10-12,Luisa
2132,2133,2006-02-03,Casa,Venta,Barcelona,40,190280,2006-11-22,Joaquín
2146,2147,2006-02-07,Casa,Venta,Barcelona,104,682240,2006-08-30,Jesús
2148,2149,2006-02-08,Oficina,Alquiler,Barcelona,142,693244,2006-09-19,Jesús
2149,2150,2006-02-08,Industrial,Alquiler,Barcelona,211,1155436,2006-12-27,Pedro
2151,2152,2006-02-09,Piso,Venta,Barcelona,293,1298869,2006-07-11,Jesús
2152,2153,2006-02-09,Parking,Venta,Barcelona,227,2001232,2006-12-06,María
2158,2159,2006-02-11,Oficina,Venta,Barcelona,233,1157544,2006-06-10,Jesús
2161,2162,2006-02-12,Piso,Alquiler,Barcelona,184,864248,2006-07-18,María
2164,2165,2006-02-13,Casa,Venta,Barcelona,83,444299,2007-01-18,Joaquín
2166,2167,2006-02-15,Suelo,Venta,Barcelona,149,1436211,2007-02-01,María
2170,2171,2006-02-16,Industrial,Alquiler,Barcelona,114,636918,2007-01-10,Luisa
2176,2177,2006-02-17,Suelo,Alquiler,Barcelona,78,366132,2006-11-20,Jesús
2185,2186,2006-02-20,Parking,Alquiler,Barcelona,228,1815336,2006-06-10,Jesús
2192,2193,2006-02-21,Parking,Alquiler,Barcelona,260,2470000,2006-05-27,Luisa
2195,2196,2006-02-22,Oficina,Alquiler,Barcelona,64,319616,2006-07-06,Carmen
2197,2198,2006-02-22,Local,Venta,Barcelona,110,704770,2007-01-17,Pedro
2200,2201,2006-02-24,Industrial,Alquiler,Barcelona,257,1598283,2007-02-03,Luisa
2201,2202,2006-02-24,Parking,Venta,Barcelona,135,764505,2006-06-10,Pedro
2206,2207,2006-02-28,Casa,Venta,Barcelona,281,2577332,2006-07-03,Carmen
2211,2212,2006-03-01,Local,Venta,Barcelona,287,1351196,2006-06-18,Jesús
2217,2218,2006-03-03,Casa,Alquiler,Barcelona,243,1918728,2006-07-26,Luisa
2223,2224,2006-03-05,Parking,Venta,Barcelona,293,1996209,2006-07-26,Jesús
2231,2232,2006-03-07,Parking,Venta,Barcelona,227,2257515,2007-02-06,Luisa
2233,2234,2006-03-08,Oficina,Alquiler,Barcelona,177,1191033,2006-06-27,Carmen
2234,2235,2006-03-08,Suelo,Venta,Barcelona,62,500836,2007-02-16,Joaquín
2242,2243,2006-03-11,Piso,Alquiler,Barcelona,45,446940,2006-07-17,Pedro
2244,2245,2006-03-13,Parking,Alquiler,Barcelona,182,1489124,2007-02-22,Pedro
2247,2248,2006-03-13,Casa,Venta,Barcelona,143,616044,2007-01-19,Carmen
2249,2250,2006-03-14,Industrial,Alquiler,Barcelona,63,343602,2006-10-16,Carmen
2255,2256,2006-03-17,Industrial,Alquiler,Barcelona,121,764115,2006-11-19,Joaquín
2257,2258,2006-03-18,Parking,Alquiler,Barcelona,60,358620,2006-11-26,María
2259,2260,2006-03-19,Oficina,Alquiler,Barcelona,83,743265,2007-01-03,Joaquín
2266,2267,2006-03-21,Local,Venta,Barcelona,151,776442,2006-08-21,Jesús
2275,2276,2006-03-26,Casa,Alquiler,Barcelona,235,2145315,2007-02-09,Joaquín
2280,2281,2006-03-28,Suelo,Alquiler,Barcelona,254,1558036,2007-03-15,María
2288,2289,2006-03-31,Industrial,Venta,Barcelona,111,882783,2006-09-07,María
2291,2292,2006-03-31,Suelo,Venta,Barcelona,295,1490930,2007-03-14,Joaquín
2294,2295,2006-04-01,Local,Venta,Barcelona,155,1425690,2006-11-08,Jesús
2303,2304,2006-04-04,Local,Venta,Barcelona,185,779220,2006-10-26,María
2304,2305,2006-04-04,Casa,Alquiler,Barcelona,180,1071720,2007-03-31,Carmen
2313,2314,2006-04-07,Suelo,Alquiler,Barcelona,234,1475136,2006-09-18,Carmen
2321,2322,2006-04-09,Casa,Alquiler,Barcelona,45,402885,2007-03-28,Joaquín
2324,2325,2006-04-10,Parking,Alquiler,Barcelona,89,711199,2006-08-21,Carmen
2327,2328,2006-04-11,Local,Alquiler,Barcelona,130,1276600,2007-01-04,María
2333,2334,2006-04-13,Industrial,Venta,Barcelona,288,1781568,2006-09-24,María
2335,2336,2006-04-14,Industrial,Alquiler,Barcelona,189,1192401,2007-03-20,Carmen
2336,2337,2006-04-14,Local,Venta,Barcelona,193,1826938,2006-09-12,Pedro
2344,2345,2006-04-20,Oficina,Alquiler,Barcelona,89,673552,2007-01-21,Luisa
2352,2353,2006-04-22,Oficina,Venta,Barcelona,160,745600,2007-01-06,Joaquín
2354,2355,2006-04-22,Casa,Venta,Barcelona,289,1504823,2006-10-31,Luisa
2360,2361,2006-04-26,Local,Venta,Barcelona,218,2136182,2007-01-14,Luisa
2372,2373,2006-04-30,Piso,Venta,Barcelona,200,1996000,2006-08-05,Joaquín
2377,2378,2006-05-02,Local,Venta,Barcelona,292,1538256,2007-05-01,Jesús
2378,2379,2006-05-02,Piso,Venta,Barcelona,233,1220454,2007-04-18,Carmen
2381,2382,2006-05-03,Casa,Venta,Barcelona,148,749472,2006-10-26,María
2384,2385,2006-05-03,Industrial,Alquiler,Barcelona,188,1769644,2007-02-23,Carmen
2390,2391,2006-05-08,Casa,Alquiler,Barcelona,257,1591344,2007-01-19,Luisa
2395,2396,2006-05-11,Local,Venta,Barcelona,170,1602930,2006-11-05,Joaquín
2396,2397,2006-05-12,Parking,Alquiler,Barcelona,236,2001280,2007-03-04,Jesús
2404,2405,2006-05-14,Parking,Alquiler,Barcelona,210,1371720,2007-03-26,Pedro
2406,2407,2006-05-14,Local,Venta,Barcelona,139,560170,2006-08-27,Jesús
2423,2424,2006-05-20,Oficina,Alquiler,Barcelona,225,1752975,2006-09-22,Jesús
2424,2425,2006-05-20,Suelo,Venta,Barcelona,285,2603190,2006-11-15,Joaquín
2426,2427,2006-05-21,Parking,Venta,Barcelona,213,928041,2006-12-10,Luisa
2431,2432,2006-05-22,Local,Alquiler,Barcelona,232,1699168,2006-08-27,Carmen
2438,2439,2006-05-26,Piso,Alquiler,Barcelona,43,379905,2006-12-26,Jesús
2440,2441,2006-05-27,Piso,Alquiler,Barcelona,207,1381104,2007-04-30,María
2448,2449,2006-05-29,Suelo,Venta,Barcelona,228,2203620,2007-03-29,Joaquín
2450,2451,2006-05-30,Oficina,Venta,Barcelona,65,458640,2006-11-26,Joaquín
2455,2456,2006-05-31,Casa,Venta,Barcelona,156,916500,2006-09-11,Joaquín
2459,2460,2006-06-02,Casa,Alquiler,Barcelona,209,2017268,2007-01-26,Luisa
2467,2468,2006-06-04,Piso,Venta,Barcelona,57,360696,2007-02-05,Pedro
