,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
805,806,2004-10-14,Oficina,Venta,Girona,43,415552,2005-01-16,Luisa
806,807,2004-10-15,Suelo,Alquiler,Tarragona,259,1891736,2005-07-18,María
807,808,2004-10-15,Oficina,Alquiler,Girona,119,630224,2005-04-09,Joaquín
812,813,2004-10-17,Casa,Venta,Girona,138,733470,2005-04-04,Pedro
820,821,2004-10-19,Parking,Venta,Girona,161,1392006,2005-07-12,María
821,822,2004-10-20,Industrial,Venta,Tarragona,259,1628333,2005-08-09,María
823,824,2004-10-21,Piso,Alquiler,Girona,60,484560,2005-08-24,Jesús
825,826,2004-10-21,Oficina,Alquiler,Girona,239,1709567,2005-06-10,Jesús
830,831,2004-10-24,Parking,Venta,Girona,115,880900,2005-07-04,Carmen
835,836,2004-10-25,Suelo,Venta,Tarragona,274,2124596,2005-02-21,Carmen
836,837,2004-10-27,Local,Venta,Girona,127,1021334,2005-05-21,Joaquín
837,838,2004-10-27,Piso,Alquiler,Girona,62,583110,2005-02-19,Joaquín
839,840,2004-10-27,Parking,Alquiler,Girona,114,1040478,2005-04-29,Carmen
840,841,2004-10-27,Piso,Venta,Girona,120,1061160,2005-04-13,Luisa
844,845,2004-10-31,Industrial,Venta,Tarragona,280,1485680,2005-10-23,Luisa
846,847,2004-10-31,Piso,Alquiler,Girona,121,731929,2005-06-27,Pedro
849,850,2004-11-01,Piso,Alquiler,Girona,159,1391091,2005-06-16,Carmen
850,851,2004-11-01,Casa,Alquiler,Girona,157,1032118,2005-06-16,Luisa
851,852,2004-11-02,Casa,Alquiler,Girona,237,1768020,2005-04-27,Luisa
853,854,2004-11-02,Piso,Alquiler,Lleida,299,2430272,2005-03-26,Carmen
854,855,2004-11-03,Suelo,Venta,Girona,223,1650200,2005-08-28,Carmen
856,857,2004-11-03,Industrial,Venta,Girona,238,2379048,2005-09-08,María
857,858,2004-11-03,Oficina,Alquiler,Lleida,251,1821758,2005-06-11,Luisa
859,860,2004-11-03,Piso,Venta,Lleida,288,2242656,2005-02-11,Jesús
860,861,2004-11-03,Piso,Alquiler,Girona,96,891456,2005-07-28,Pedro
863,864,2004-11-06,Industrial,Venta,Girona,108,553608,2005-02-04,Luisa
864,865,2004-11-06,Parking,Alquiler,Girona,110,523160,2005-09-11,Joaquín
865,866,2004-11-07,Parking,Venta,Girona,136,1054544,2005-09-18,María
871,872,2004-11-09,Piso,Alquiler,Girona,185,1390460,2005-08-29,Jesús
872,873,2004-11-09,Industrial,Alquiler,Lleida,295,2923155,2005-05-06,Luisa
874,875,2004-11-09,Oficina,Alquiler,Girona,147,1259202,2005-05-03,Pedro
879,880,2004-11-11,Parking,Alquiler,Lleida,272,1542784,2005-06-24,Joaquín
882,883,2004-11-11,Piso,Venta,Girona,266,1370964,2005-10-22,María
883,884,2004-11-11,Piso,Venta,Girona,125,590875,2005-09-20,Carmen
885,886,2004-11-12,Piso,Venta,Girona,133,1191281,2005-06-28,Joaquín
890,891,2004-11-13,Casa,Venta,Girona,255,2543625,2005-08-29,Pedro
897,898,2004-11-15,Casa,Venta,Barcelona,258,2449452,2005-03-14,Jesús
900,901,2004-11-16,Parking,Alquiler,Girona,294,1653456,2005-07-18,Pedro
901,902,2004-11-17,Oficina,Alquiler,Barcelona,294,2722146,2005-11-05,Joaquín
904,905,2004-11-18,Local,Alquiler,Girona,116,479892,2005-11-11,Joaquín
907,908,2004-11-18,Parking,Venta,Girona,134,933444,2005-04-17,Pedro
913,914,2004-11-20,Piso,Venta,Girona,48,366480,2005-09-19,Pedro
914,915,2004-11-20,Oficina,Venta,Girona,285,1869885,2005-08-10,Jesús
916,917,2004-11-21,Parking,Venta,Tarragona,263,1719757,2005-08-28,Pedro
918,919,2004-11-22,Casa,Alquiler,Lleida,270,1311660,2005-10-11,María
922,923,2004-11-24,Suelo,Venta,Tarragona,257,1440742,2005-07-09,Carmen
923,924,2004-11-25,Parking,Alquiler,Girona,283,2213909,2005-05-10,Luisa
924,925,2004-11-25,Parking,Alquiler,Lleida,298,2039512,2005-10-11,Joaquín
925,926,2004-11-25,Suelo,Alquiler,Barcelona,298,2376550,2005-10-19,Luisa
927,928,2004-11-26,Industrial,Alquiler,Barcelona,283,1615647,2005-06-06,Joaquín
933,934,2004-11-29,Casa,Alquiler,Girona,228,2212740,2005-10-10,Jesús
935,936,2004-12-01,Parking,Alquiler,Girona,116,573040,2005-11-01,María
936,937,2004-12-01,Industrial,Alquiler,Girona,276,1932552,2005-10-20,María
938,939,2004-12-01,Industrial,Alquiler,Girona,216,1962360,2005-05-17,Pedro
942,943,2004-12-03,Piso,Venta,Tarragona,268,1273000,2005-06-16,Carmen
943,944,2004-12-03,Piso,Alquiler,Girona,66,558030,2005-12-01,Carmen
945,946,2004-12-04,Piso,Venta,Girona,243,1447551,2005-09-13,Pedro
947,948,2004-12-05,Piso,Alquiler,Girona,237,1725597,2005-07-07,Pedro
949,950,2004-12-05,Piso,Venta,Girona,233,2153852,2005-03-11,Pedro
952,953,2004-12-07,Casa,Alquiler,Girona,240,1510320,2005-10-19,Carmen
954,955,2004-12-09,Suelo,Venta,Girona,200,1938400,2005-08-25,María
958,959,2004-12-10,Parking,Venta,Tarragona,291,1872876,2005-05-16,María
959,960,2004-12-10,Suelo,Venta,Girona,275,1732500,2005-07-10,Joaquín
960,961,2004-12-10,Parking,Alquiler,Girona,96,535584,2005-10-22,Carmen
963,964,2004-12-11,Suelo,Venta,Girona,185,1038590,2005-07-15,Luisa
964,965,2004-12-11,Industrial,Venta,Girona,56,525616,2005-08-15,Joaquín
966,967,2004-12-12,Piso,Venta,Girona,175,722925,2005-03-18,Carmen
968,969,2004-12-14,Piso,Venta,Lleida,272,2581552,2005-10-22,Pedro
969,970,2004-12-14,Piso,Alquiler,Girona,232,1193408,2005-06-07,Luisa
971,972,2004-12-14,Piso,Venta,Girona,219,1059303,2005-07-27,Joaquín
980,981,2004-12-18,Local,Venta,Girona,278,2273762,2005-11-30,Pedro
983,984,2004-12-19,Suelo,Alquiler,Lleida,278,1678286,2005-04-20,Jesús
984,985,2004-12-20,Piso,Alquiler,Barcelona,270,2427300,2005-09-06,Pedro
986,987,2004-12-21,Industrial,Venta,Lleida,258,1894752,2005-08-21,Carmen
991,992,2004-12-22,Piso,Alquiler,Girona,281,2326118,2005-07-22,María
993,994,2004-12-22,Local,Venta,Girona,187,1346961,2005-12-20,Joaquín
995,996,2004-12-23,Parking,Alquiler,Girona,88,690184,2005-05-29,Carmen
996,997,2004-12-23,Industrial,Alquiler,Girona,66,448932,2005-09-01,Pedro
997,998,2004-12-23,Local,Venta,Girona,219,2101743,2005-07-30,Luisa
998,999,2004-12-23,Industrial,Venta,Girona,67,430743,2005-06-06,Pedro
999,1000,2004-12-24,Parking,Venta,Lleida,300,2707200,2005-10-15,Luisa
1001,1002,2004-12-25,Piso,Alquiler,Barcelona,292,2677056,2005-07-22,María
1004,1005,2004-12-26,Oficina,Alquiler,Girona,159,1437360,2005-06-12,Luisa
1009,1010,2004-12-27,Parking,Venta,Girona,211,945702,2005-12-04,Luisa
1016,1017,2005-01-01,Parking,Venta,Girona,217,2101862,2005-10-23,Carmen
1017,1018,2005-01-01,Local,Alquiler,Barcelona,269,1360064,2005-08-17,Jesús
1020,1021,2005-01-02,Suelo,Alquiler,Girona,86,452962,2005-10-24,Joaquín
1022,1023,2005-01-03,Oficina,Venta,Girona,105,889980,2005-10-16,Pedro
1026,1027,2005-01-04,Casa,Alquiler,Girona,79,352972,2005-11-06,Joaquín
1028,1029,2005-01-05,Piso,Alquiler,Lleida,269,1089181,2005-07-25,Joaquín
1033,1034,2005-01-06,Industrial,Alquiler,Girona,153,923355,2005-07-07,Luisa
1034,1035,2005-01-07,Industrial,Venta,Barcelona,252,2398788,2005-11-19,Jesús
1036,1037,2005-01-08,Industrial,Venta,Lleida,271,2496723,2005-12-12,Jesús
1037,1038,2005-01-08,Piso,Alquiler,Girona,59,325326,2005-04-09,Carmen
1038,1039,2005-01-09,Casa,Alquiler,Lleida,264,1441440,2005-10-28,Pedro
1040,1041,2005-01-09,Local,Alquiler,Tarragona,286,1732302,2005-08-26,Joaquín
1044,1045,2005-01-11,Parking,Alquiler,Girona,260,2402920,2005-10-09,Joaquín
1045,1046,2005-01-11,Suelo,Alquiler,Girona,240,1823280,2005-09-04,Luisa
1047,1048,2005-01-12,Casa,Alquiler,Barcelona,279,2362572,2005-09-25,Luisa
1051,1052,2005-01-12,Casa,Venta,Girona,75,624600,2005-12-12,María
1052,1053,2005-01-13,Industrial,Venta,Girona,42,224280,2005-07-10,María
1053,1054,2005-01-14,Oficina,Alquiler,Barcelona,251,2138771,2005-05-15,Carmen
1055,1056,2005-01-15,Suelo,Alquiler,Girona,45,300105,2005-06-02,Carmen
1058,1059,2005-01-16,Oficina,Venta,Girona,133,573230,2005-09-20,Jesús
1063,1064,2005-01-19,Piso,Alquiler,Girona,80,607200,2005-11-20,Carmen
1065,1066,2005-01-20,Suelo,Venta,Girona,287,2808008,2005-06-24,Pedro
1070,1071,2005-01-21,Parking,Venta,Girona,118,1134452,2005-04-27,Carmen
1071,1072,2005-01-22,Piso,Alquiler,Girona,132,592152,2005-04-23,Carmen
1073,1074,2005-01-22,Industrial,Alquiler,Lleida,293,2141830,2005-09-19,Joaquín
1074,1075,2005-01-23,Parking,Alquiler,Barcelona,290,2275050,2005-09-20,Jesús
1077,1078,2005-01-24,Oficina,Alquiler,Barcelona,254,1850644,2005-11-28,Carmen
1078,1079,2005-01-24,Oficina,Venta,Girona,91,777686,2005-10-19,Luisa
1079,1080,2005-01-24,Local,Alquiler,Lleida,287,2279354,2005-12-15,Joaquín
1083,1084,2005-01-25,Parking,Alquiler,Girona,287,1370138,2005-05-03,Joaquín
1085,1086,2005-01-25,Piso,Alquiler,Lleida,260,2546180,2005-05-23,Carmen
1089,1090,2005-01-28,Local,Alquiler,Barcelona,253,1816793,2005-10-22,Pedro
1091,1092,2005-01-29,Piso,Alquiler,Tarragona,299,2130375,2005-10-28,Carmen
1092,1093,2005-01-31,Parking,Alquiler,Girona,222,2209344,2005-09-09,Carmen
1094,1095,2005-02-01,Local,Venta,Barcelona,300,1772700,2006-01-03,María
1095,1096,2005-02-01,Local,Venta,Girona,64,539392,2005-08-03,Pedro
1097,1098,2005-02-01,Suelo,Venta,Barcelona,262,1960808,2005-09-11,Pedro
1098,1099,2005-02-02,Industrial,Alquiler,Girona,82,621314,2005-09-07,Luisa
1101,1102,2005-02-02,Casa,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
1105,1106,2005-02-04,Oficina,Venta,Girona,141,1279434,2005-09-26,Carmen
1108,1109,2005-02-05,Parking,Alquiler,Tarragona,286,2064634,2005-05-26,Carmen
1113,1114,2005-02-07,Industrial,Venta,Girona,76,499244,2005-07-04,Luisa
1116,1117,2005-02-08,Casa,Alquiler,Girona,154,1037498,2005-09-20,Luisa
1117,1118,2005-02-09,Parking,Alquiler,Lleida,293,2741308,2005-10-20,María
1118,1119,2005-02-10,Local,Alquiler,Barcelona,286,1912482,2005-11-26,Pedro
1119,1120,2005-02-10,Local,Venta,Girona,180,1707660,2005-07-28,Joaquín
1121,1122,2005-02-11,Piso,Venta,Girona,228,1339044,2005-12-14,Pedro
1122,1123,2005-02-11,Oficina,Venta,Girona,157,879357,2005-05-17,Joaquín
1123,1124,2005-02-11,Piso,Venta,Girona,208,1215344,2005-05-27,Jesús
1128,1129,2005-02-14,Oficina,Alquiler,Girona,119,899640,2005-12-12,Pedro
1137,1138,2005-02-16,Casa,Venta,Barcelona,257,1066550,2005-09-23,Carmen
1138,1139,2005-02-16,Industrial,Venta,Girona,96,742176,2005-12-15,Pedro
1142,1143,2005-02-17,Suelo,Alquiler,Barcelona,254,1394206,2005-05-28,Carmen
1143,1144,2005-02-17,Suelo,Alquiler,Barcelona,256,2176768,2006-02-13,Carmen
1151,1152,2005-02-19,Local,Venta,Girona,224,1966272,2005-12-02,Pedro
1152,1153,2005-02-19,Suelo,Venta,Lleida,272,2021232,2005-10-16,Jesús
1153,1154,2005-02-20,Piso,Alquiler,Barcelona,292,2865688,2005-08-21,Carmen
1155,1156,2005-02-20,Industrial,Venta,Tarragona,251,1305200,2005-12-18,Luisa
1156,1157,2005-02-20,Local,Venta,Girona,254,1614170,2006-01-18,María
1157,1158,2005-02-20,Oficina,Venta,Barcelona,298,2436448,2005-08-13,Carmen
1159,1160,2005-02-21,Industrial,Venta,Barcelona,276,2148384,2005-10-12,Jesús
1167,1168,2005-02-24,Piso,Venta,Girona,206,1136502,2006-01-22,Pedro
1171,1172,2005-02-24,Oficina,Venta,Girona,188,1697640,2005-08-04,Luisa
1174,1175,2005-02-26,Local,Alquiler,Girona,62,484592,2005-10-09,María
1181,1182,2005-03-01,Suelo,Venta,Girona,177,1203246,2006-02-20,Carmen
1182,1183,2005-03-01,Parking,Alquiler,Girona,45,360540,2005-09-02,María
1185,1186,2005-03-03,Casa,Alquiler,Girona,151,756208,2006-02-13,Luisa
1186,1187,2005-03-03,Industrial,Alquiler,Girona,50,442300,2005-06-30,María
1187,1188,2005-03-03,Parking,Alquiler,Girona,93,375813,2005-07-12,Pedro
1188,1189,2005-03-03,Piso,Alquiler,Barcelona,255,1471605,2005-10-11,Carmen
1189,1190,2005-03-03,Parking,Venta,Girona,153,1401633,2005-09-14,Carmen
1191,1192,2005-03-04,Casa,Alquiler,Girona,235,2055310,2006-01-03,Jesús
1194,1195,2005-03-04,Piso,Alquiler,Girona,92,743360,2005-08-11,Pedro
1195,1196,2005-03-05,Suelo,Venta,Girona,124,614048,2005-07-13,Joaquín
1203,1204,2005-03-07,Oficina,Venta,Barcelona,255,2151435,2005-08-26,Pedro
1207,1208,2005-03-08,Suelo,Alquiler,Girona,236,1449512,2006-02-05,Joaquín
1208,1209,2005-03-08,Piso,Alquiler,Girona,91,395850,2005-12-10,Carmen
1213,1214,2005-03-10,Casa,Alquiler,Girona,145,655690,2005-06-08,María
1215,1216,2005-03-10,Piso,Alquiler,Lleida,281,2688046,2005-10-24,Luisa
1217,1218,2005-03-11,Piso,Venta,Girona,241,1729416,2005-09-18,Carmen
1218,1219,2005-03-11,Suelo,Venta,Barcelona,251,2234653,2005-08-01,Luisa
1220,1221,2005-03-12,Local,Alquiler,Barcelona,269,2032295,2005-11-27,Joaquín
1222,1223,2005-03-12,Parking,Venta,Girona,181,1805475,2005-06-10,María
1224,1225,2005-03-14,Parking,Venta,Girona,164,785068,2006-01-22,Jesús
1225,1226,2005-03-14,Piso,Venta,Lleida,291,1497195,2005-08-17,María
1226,1227,2005-03-14,Industrial,Alquiler,Girona,164,1526840,2005-10-20,María
1229,1230,2005-03-15,Suelo,Venta,Girona,268,2422720,2005-11-27,Carmen
1237,1238,2005-03-19,Casa,Venta,Girona,192,820608,2005-07-28,Luisa
1239,1240,2005-03-19,Industrial,Alquiler,Lleida,285,2562435,2005-06-20,Carmen
1241,1242,2005-03-20,Piso,Alquiler,Girona,100,484200,2005-09-30,Pedro
1242,1243,2005-03-20,Industrial,Alquiler,Girona,52,269516,2005-08-21,Carmen
1243,1244,2005-03-20,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31,Pedro
1244,1245,2005-03-20,Parking,Venta,Girona,276,1477428,2005-11-23,María
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09,Luisa
1249,1250,2005-03-23,Piso,Venta,Girona,163,1362843,2006-01-31,Luisa
1254,1255,2005-03-24,Casa,Venta,Girona,40,354360,2005-10-16,Carmen
1255,1256,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27,Pedro
1267,1268,2005-03-30,Industrial,Alquiler,Girona,167,1191044,2006-03-30,Joaquín
1271,1272,2005-03-30,Suelo,Alquiler,Girona,216,1500984,2005-10-23,Joaquín
1272,1273,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04,Pedro
1274,1275,2005-04-01,Piso,Alquiler,Tarragona,278,1754180,2005-12-03,Luisa
1276,1277,2005-04-02,Industrial,Alquiler,Lleida,285,2232690,2006-01-29,María
1279,1280,2005-04-03,Industrial,Alquiler,Lleida,285,1938000,2005-09-26,Joaquín
1280,1281,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06,Jesús
1282,1283,2005-04-04,Local,Alquiler,Girona,179,812660,2005-10-31,Jesús
1284,1285,2005-04-05,Piso,Alquiler,Girona,72,682344,2005-08-26,Pedro
1285,1286,2005-04-05,Parking,Alquiler,Girona,297,2872287,2005-09-16,Luisa
1288,1289,2005-04-05,Casa,Alquiler,Tarragona,259,1857807,2005-11-07,Luisa
1294,1295,2005-04-07,Oficina,Alquiler,Girona,214,899228,2005-12-24,Luisa
1296,1297,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09,Pedro
1300,1301,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18,Carmen
1301,1302,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17,Luisa
1305,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
1306,1307,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20,Pedro
1309,1310,2005-04-15,Casa,Alquiler,Lleida,267,1517628,2006-02-14,Carmen
1310,1311,2005-04-15,Casa,Alquiler,Girona,185,1059680,2005-07-14,Pedro
1311,1312,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11,Jesús
1317,1318,2005-04-17,Casa,Alquiler,Tarragona,275,1543850,2005-12-21,María
1318,1319,2005-04-18,Casa,Alquiler,Lleida,281,1727588,2006-04-07,Luisa
1319,1320,2005-04-18,Piso,Alquiler,Girona,164,841484,2006-04-07,María
1320,1321,2005-04-18,Local,Alquiler,Girona,271,2478566,2005-07-21,Pedro
1323,1324,2005-04-19,Oficina,Venta,Girona,48,454416,2005-09-25,Pedro
1327,1328,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
1328,1329,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21,Carmen
1329,1330,2005-04-20,Casa,Alquiler,Lleida,263,2094795,2006-02-12,Carmen
1331,1332,2005-04-21,Parking,Alquiler,Tarragona,281,1619122,2005-09-26,Luisa
1335,1336,2005-04-22,Industrial,Alquiler,Tarragona,266,2583126,2005-12-02,Pedro
1336,1337,2005-04-23,Local,Alquiler,Girona,69,493971,2005-09-05,María
1337,1338,2005-04-24,Oficina,Venta,Girona,40,163920,2006-04-09,Carmen
1340,1341,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26,Luisa
1342,1343,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20,Carmen
1349,1350,2005-04-26,Suelo,Alquiler,Girona,98,425712,2006-03-23,Pedro
1351,1352,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29,Jesús
1352,1353,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10,Luisa
1356,1357,2005-04-28,Local,Venta,Lleida,285,1827420,2006-02-06,Luisa
1357,1358,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17,Jesús
1362,1363,2005-04-30,Casa,Venta,Girona,157,729579,2006-01-01,Joaquín
1364,1365,2005-05-01,Casa,Venta,Girona,65,350155,2005-11-14,María
1366,1367,2005-05-02,Suelo,Alquiler,Girona,81,567486,2006-01-26,María
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
1374,1375,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11,Jesús
1379,1380,2005-05-06,Industrial,Venta,Girona,192,958464,2005-08-13,Jesús
1382,1383,2005-05-06,Industrial,Venta,Girona,167,814793,2006-02-27,Luisa
1384,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
1387,1388,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02,Joaquín
1388,1389,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26,María
1390,1391,2005-05-09,Industrial,Alquiler,Girona,160,804640,2006-04-03,Carmen
1391,1392,2005-05-09,Suelo,Alquiler,Girona,235,1046925,2005-12-05,Carmen
1393,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
1394,1395,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21,Carmen
1395,1396,2005-05-10,Industrial,Alquiler,Lleida,292,1177052,2006-04-30,Jesús
1398,1399,2005-05-11,Oficina,Venta,Girona,166,804768,2005-12-04,María
1400,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
1402,1403,2005-05-14,Suelo,Alquiler,Girona,254,2417572,2005-09-20,María
1404,1405,2005-05-15,Parking,Venta,Girona,71,493166,2005-12-08,Joaquín
1411,1412,2005-05-18,Industrial,Alquiler,Girona,233,2120067,2006-02-24,Jesús
1416,1417,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
1421,1422,2005-05-22,Parking,Alquiler,Girona,282,1132230,2006-03-20,Pedro
1422,1423,2005-05-23,Parking,Alquiler,Tarragona,280,1240400,2005-11-04,Jesús
1426,1427,2005-05-24,Parking,Alquiler,Girona,223,2228439,2005-09-17,Carmen
1432,1433,2005-05-26,Industrial,Alquiler,Tarragona,273,1610973,2006-03-21,Pedro
1434,1435,2005-05-27,Casa,Alquiler,Girona,80,548000,2005-11-30,Joaquín
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
1438,1439,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30,Luisa
1439,1440,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31,Luisa
1448,1449,2005-06-01,Piso,Alquiler,Girona,85,706690,2006-01-03,Joaquín
1450,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
1451,1452,2005-06-03,Industrial,Venta,Girona,70,455000,2005-10-22,Pedro
1452,1453,2005-06-04,Suelo,Alquiler,Lleida,258,1687836,2006-03-25,María
1457,1458,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19,Pedro
1458,1459,2005-06-05,Industrial,Venta,Girona,76,456532,2005-09-19,Joaquín
1459,1460,2005-06-06,Oficina,Alquiler,Girona,228,1039452,2006-01-11,Carmen
1460,1461,2005-06-06,Local,Venta,Girona,129,563085,2005-12-18,Jesús
1463,1464,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26,Luisa
1466,1467,2005-06-09,Casa,Venta,Lleida,299,2333097,2005-09-15,María
1469,1470,2005-06-09,Industrial,Alquiler,Tarragona,274,2690954,2006-05-17,Joaquín
1473,1474,2005-06-11,Casa,Alquiler,Tarragona,269,2549313,2006-02-20,Carmen
1476,1477,2005-06-12,Parking,Alquiler,Girona,73,364270,2006-02-02,María
1480,1481,2005-06-13,Local,Alquiler,Tarragona,261,1344933,2005-09-24,Pedro
1483,1484,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08,Luisa
1485,1486,2005-06-15,Local,Alquiler,Girona,167,1121906,2005-11-12,Carmen
1490,1491,2005-06-16,Oficina,Alquiler,Girona,138,1241034,2006-06-05,Carmen
1494,1495,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13,Carmen
1495,1496,2005-06-18,Suelo,Venta,Lleida,278,2520904,2006-05-12,Luisa
1497,1498,2005-06-18,Casa,Alquiler,Girona,55,256630,2005-10-23,María
1501,1502,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28,Carmen
1503,1504,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14,Joaquín
1505,1506,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16,Jesús
1507,1508,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23,María
1508,1509,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05,Pedro
1511,1512,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25,María
1513,1514,2005-06-24,Suelo,Alquiler,Girona,110,781000,2006-02-25,María
1516,1517,2005-06-28,Suelo,Alquiler,Girona,139,1217501,2005-11-20,Joaquín
1517,1518,2005-06-28,Local,Alquiler,Girona,151,1456999,2005-10-01,Carmen
1524,1525,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12,Carmen
1525,1526,2005-06-30,Oficina,Venta,Girona,68,586908,2006-05-28,Luisa
1527,1528,2005-06-30,Oficina,Alquiler,Girona,204,1132608,2005-11-12,María
1528,1529,2005-06-30,Oficina,Alquiler,Girona,185,1257075,2006-06-06,María
1530,1531,2005-07-01,Local,Venta,Lleida,251,2325766,2005-10-20,Joaquín
1531,1532,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03,Luisa
1532,1533,2005-07-01,Local,Alquiler,Girona,71,540452,2006-01-24,Jesús
1535,1536,2005-07-04,Parking,Venta,Girona,43,361759,2005-12-01,Jesús
1537,1538,2005-07-04,Industrial,Alquiler,Girona,161,1405852,2006-05-14,Pedro
1542,1543,2005-07-06,Oficina,Venta,Girona,53,381494,2005-12-27,Luisa
1545,1546,2005-07-07,Piso,Alquiler,Girona,135,1294110,2006-03-08,Jesús
1550,1551,2005-07-09,Suelo,Alquiler,Girona,167,944385,2006-02-15,Carmen
1558,1559,2005-07-13,Piso,Alquiler,Girona,138,824688,2006-05-16,Joaquín
1559,1560,2005-07-14,Casa,Alquiler,Girona,177,1074921,2005-10-25,Luisa
1560,1561,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02,Pedro
1561,1562,2005-07-15,Local,Venta,Girona,74,583638,2005-10-17,Luisa
1562,1563,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10,Joaquín
1566,1567,2005-07-16,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13,Jesús
1568,1569,2005-07-17,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27,María
1571,1572,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21,María
1574,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
1575,1576,2005-07-20,Piso,Alquiler,Lleida,298,2207286,2006-07-09,Pedro
1576,1577,2005-07-20,Piso,Alquiler,Tarragona,288,1186560,2005-11-05,Luisa
1577,1578,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05,Jesús
1581,1582,2005-07-21,Parking,Alquiler,Lleida,297,2463021,2006-03-13,María
1582,1583,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02,Carmen
1583,1584,2005-07-22,Industrial,Venta,Girona,191,916418,2006-02-19,Luisa
1584,1585,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04,Pedro
1585,1586,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02,María
1587,1588,2005-07-23,Local,Alquiler,Girona,245,2170945,2006-05-14,Jesús
1588,1589,2005-07-23,Casa,Venta,Lleida,287,1607487,2005-11-01,Carmen
1590,1591,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12,Jesús
1593,1594,2005-07-25,Local,Venta,Girona,80,568880,2005-10-29,Carmen
1595,1596,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26,María
1596,1597,2005-07-26,Parking,Venta,Lleida,256,1656064,2006-02-02,Pedro
1597,1598,2005-07-26,Industrial,Alquiler,Girona,167,1606206,2005-12-11,Joaquín
